34043,16852
28395,44888
15873,18760
22586,55703
57719,14254
1733,35962
49600,16247
17651,41648
12704,1963
17382,5050
10272,34240
61387,905
48331,49297
29628,11517
20850,42074
57986,30017
8285,25943
63504,50656
40516,42004
58013,65296
42472,22961
63821,13010
44308,52710
2986,58976
35003,42893
39682,30048
14289,59974
32515,28622
47837,2333
40365,47824
50857,24737
56499,2622
17585,30641
53659,6167
34226,39295
7821,10815
23971,43303
32463,54259
46931,28248
55037,371
42189,9257
44639,15611
31592,22930
365,1368
53768,52273
53286,39896
22869,64715
38058,40126
50853,50947
38280,50730
53213,36384
8274,4370
26707,57612
24744,17230
23013,6807
61205,18627
9626,49783
55108,56546
49592,3623
1730,22551
53191,23279
25572,28912
4299,31519
64471,43548
43725,8499
31667,53853
14483,57602
4847,3163
45259,2485
46242,47585
20664,58302
45543,58228
13589,40521
36148,9655
12278,27585
31881,31676
59867,56676
15654,35480
23510,49276
39124,24147
46230,23980
62994,56612
22687,14298
28194,42692
27046,23419
34791,13154
923,60312
33518,17720
62560,17008
28578,42468
13195,43528
15119,31728
7249,7548
43688,6183
20389,18559
43814,64032
23186,21086
22770,56638
38024,5825
51247,63794
43803,50704
50572,40503
53992,5024
31935,25466
33926,50364
22517,57404
2859,25530
968,21696
57213,12382
11488,38292
11188,53007
14779,29651
45959,40871
7702,22549
13989,45656
29449,42623
24986,62466
35141,62362
48048,33848
29422,58520
56136,39692
26786,15378
50757,19139
56973,20676
47392,35661
42102,1697
21715,7169
55423,62763
38825,61492
26812,42802
41166,21252
26830,12587
13622,19195
54293,28788
39875,59103
41573,48792
37455,57885
1708,11463
49577,9441
18664,43187
63718,62144
60557,65129
7407,12101
27402,52847
37872,11885
62180,5739
20921,32435
52198,39287
34800,14954
18027,52020
8825,47031
51758,57304
31074,27960
26960,62990
12236,8753
14195,53870
13726,60057
36657,58787
62438,27192
49244,42014
1822,63525
34222,15419
52860,21528
19198,12234
27689,11857
23022,1574
55128,13932
17213,23166
25486,24158
33121,40210
7151,8685
21705,11637
11921,30850
10279,30430
41009,39308
56725,45661
48391,56257
13067,14506
6124,45592
47133,19174
12986,8553
5247,19931
38994,22693
40903,61738
13579,46009
65352,40132
12366,4711
32804,37518
43567,25470
2870,22731
64679,15455
12138,21134
26574,58810
8027,41751
23718,53193
23964,31198
36291,14718
36245,25296
5847,33464
34988,22321
60533,35262
63613,7166
65306,61118
5279,18935
41860,58109
35529,52763
4727,47447
6403,3782
8973,15542
36369,61935
37538,21032
38898,62971
14832,26793
35833,12699
51699,594
13880,54922
38260,40010
54732,62793
2356,15413
12925,53535
19984,41095
7092,32922
8333,48391
32347,7975
613,61938
55241,22338
35262,44129
14107,53217
42923,63288
33145,27758
25985,12609
64752,25247
38335,10444
33977,1359
60672,45011
62134,35582
21457,50858
60008,57921
33602,15522
35348,52372
10570,34011
19734,62088
7225,55140
5907,37186
59564,35969
2024,33998
58964,13066
13400,29184
22815,12078
57524,14314
60822,56997
63933,29179
38119,65437
31144,56367
47952,2783
6041,32437
27243,36283
7554,40277
23682,28973
50655,20996
9312,16191
8139,4112
38126,1705
55029,23534
36617,9726
58957,5229
59897,59700
12832,29301
36967,19475
37356,46835
3935,40352
1580,62093
11158,64108
1460,56391
10011,40316
3118,49535
22489,487
44752,6003
45322,2775
29075,13960
41798,9612
25879,37045
36427,57150
61419,38084
22092,25058
30277,59671
33954,58524
22876,7054
40466,59973
48807,50976
31795,44177
18370,6542
56123,8323
44623,10802
39119,17999
14235,42782
65531,28221
13730,56642
2518,34180
28768,14308
467,3901
12148,26466
38176,52689
47341,44156
46321,27623
26117,57354
12759,57503
26484,52206
9150,40827
19892,19660
37296,61380
52090,24431
1198,7067
53592,986
49606,29183
40442,51039
35650,59942
27546,27291
61589,23704
13786,17888
8643,24698
53774,29834
45848,65318
29234,9270
63167,59910
17197,2238
35876,42535
55472,44486
41858,41583
47806,33296
60204,46370
6420,54478
45364,433
43348,2155
16618,35656
28204,38719
40770,42106
63776,46832
19041,57754
21740,27810
20023,54782
46581,21983
10544,14175
19355,27788
43331,34404
59502,34365
28213,15909
48378,32092
52516,32196
13585,62769
19443,63352
23752,46669
38137,63727
22355,916
24889,28781
12165,58829
27998,27564
63650,52078
18466,41184
64570,20823
13520,20497
20329,32623
36115,60547
61060,54396
63274,1422
49223,6669
38829,47830
30433,57267
1207,36813
34065,52069
4119,62496
53054,50892
61067,27313
48517,49636
22204,34407
24571,43681
61867,5783
45435,29603
22254,4794
37234,65414
19206,17107
3176,4867
11319,59644
19847,57663
52320,62513
17972,50280
22135,42488
22381,2846
61580,55019
52583,62427
41290,57628
40487,27900
3208,20489
46121,38336
13445,11312
25420,21491
10290,40392
37173,20194
22723,5969
38582,23640
5612,26615
29866,30808
44011,6895
58569,47395
27500,45832
3794,11534
13366,45283
49376,14950
24031,43784
53957,9949
22367,23074
35506,1402
3898,3532
25934,34265
30800,22214
10799,27339
17189,2168
52675,26077
17929,10648
53434,19279
37951,63787
45654,63189
29629,41976
15888,1153
52669,38526
47735,58025
61483,63778
9849,49119
6682,2114
43055,10645
59248,13441
24419,52438
14496,39706
5165,40346
3719,31409
46637,24382
16164,22455
25139,58628
38073,55313
11182,53775
2099,63565
30416,17332
51781,13081
57576,27828
10427,64627
17419,32728
21838,51865
57196,42011
18255,35054
9097,55990
19613,38453
34466,48665
7967,37958
58413,62488
52222,49120
41486,62467
16858,7232
21698,14732
20942,36845
8646,65196
32270,10774
44203,49520
8345,54269
46323,24066
36238,32864
58679,56014
43335,30479
1318,7828
20036,7213
712,3562
42242,38942
11689,57109
47931,37478
60943,24320
60578,54678
2541,36337
51137,58659
21567,14250
55715,51051
63878,56788
30252,58594
15642,2876
45055,41186
39009,54648
18649,12381
6880,43122
37924,48214
17756,24265
15864,4163
16493,30651
18178,7793
6357,46281
28726,4138
27404,63318
46580,17544
30358,20555
5040,26219
14114,51063
22222,47668
4051,58555
48354,13432
21309,43288
29487,31486
12818,45875
50929,9229
8455,17215
44129,63860
49116,33948
8861,48426
13116,18420
34029,42124
38210,50557
15031,19698
57211,18534
52209,52610
29744,19563
13982,60299
62526,4386
31768,41301
7565,438
48308,47193
54341,53207
18534,697
8481,24964
3742,29940
40188,2178
51815,61377
22590,17078
33237,25245
43959,57946
30427,5758
20420,53902
20412,44485
4961,50065
40898,19785
14926,36890
22105,37408
47835,52066
41712,57013
63728,24336
35822,5039
45347,24562
41812,37679
15568,47254
18456,8008
15542,3313
49140,51200
15016,21455
10082,55563
16043,9948
62068,995
22106,63702
964,28176
47269,60551
26839,12308
3882,30451
36979,48999
56813,7876
237,57663
29286,22329
44240,20712
10204,24055
33500,58951
19935,11683
63181,18615
58045,38266
53427,65057
50633,43063
30683,56643
12236,19010
24966,29710
32380,29662
52521,28053
8020,21824
42889,52319
13459,32194
1558,37542
22987,29750
30868,25678
63963,59119
2358,17402
40281,16867
61529,49361
28409,46586
45334,45530
63308,60028
26896,17202
53558,9043
62202,44036
61039,63091
52278,34228
64392,4274
10134,25051
6322,57061
22772,23206
9354,1494
51936,61220
19661,25924
19158,41857
21467,51160
31042,62094
54299,27989
26428,65516
65348,3122
35681,53610
24603,60597
52768,46989
1719,63071
19982,26157
14742,12779
64231,24911
23173,30782
37576,57868
49388,8600
64635,13629
18506,57045
63519,20181
10570,55878
31945,44740
38251,30117
26566,31632
7575,6359
20369,34014
19485,38492
8153,64834
27631,44026
4908,31128
11311,37626
37074,14639
5029,64686
14867,41366
56179,52365
56932,36368
20251,53212
5171,24961
2513,19634
28122,28443
12853,41405
5762,4889
39987,54927
57778,48539
53223,48160
38218,38309
11839,21617
26297,50554
23394,34345
24050,14175
18235,48772
2315,44659
16917,35333
8117,44084
41199,22022
48809,46325
17465,13047
23050,44179
28422,19874
5923,36862
4799,36246
15941,2265
32248,41101
7247,33056
13766,23994
51093,47609
7879,21997
12746,8794
7874,34270
51249,44495
44073,21687
27412,8026
29986,3361
18703,65372
20609,27194
64691,3240
22987,32729
51751,9208
13424,11616
7558,22393
41980,55826
29611,40447
59605,9310
8650,36537
50690,49313
13361,989
49693,56635
28189,20270
35177,14640
63006,40169
9518,10257
57006,28484
18812,44711
36341,19704
58444,36949
57299,62340
40404,61091
36479,33015
13588,31011
12220,24179
41539,14061
19359,3401
48793,58420
56000,11512
47524,4355
44564,17561
3354,45259
12822,12591
60434,50438
45505,49312
22225,4998
40885,42912
58248,61429
17104,26321
43195,61487
37282,30124
54032,7125
26401,64971
49573,31959
3968,24634
4912,48801
55746,42897
54713,17458
13844,48116
22219,56878
13393,56498
20652,5072
50149,29352
47949,1223
51774,18125
49802,45681
5618,19225
17783,41712
21355,58469
53759,30795
38489,18243
